'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
'0:03.976',-0.167,0.004,0.171,0.081,-0.169,0.088,-0.732,0.249,1.079,0.269,-0.068,0.230,-0.042,0.029,0.343
'0:03.977',-0.166,0.002,0.169,0.082,-0.168,0.086,-0.727,0.249,1.079,0.271,-0.066,0.233,-0.042,0.027,0.344
'0:03.978',-0.164,-0.001,0.164,0.082,-0.164,0.082,-0.717,0.251,1.087,0.267,-0.062,0.235,-0.041,0.034,0.339
'0:03.979',-0.171,-0.008,0.163,0.089,-0.167,0.077,-0.708,0.254,1.093,0.268,-0.061,0.234,-0.039,0.035,0.338
'0:03.980',-0.169,-0.005,0.164,0.087,-0.167,0.080,-0.709,0.253,1.097,0.265,-0.061,0.234,-0.037,0.037,0.337
'0:03.981',-0.166,0.001,0.167,0.083,-0.166,0.084,-0.708,0.251,1.100,0.264,-0.062,0.233,-0.037,0.040,0.337
'0:03.982',-0.167,0.001,0.168,0.083,-0.168,0.085,-0.707,0.251,1.101,0.266,-0.064,0.230,-0.038,0.041,0.340
'0:03.983',-0.168,0.002,0.171,0.083,-0.170,0.086,-0.707,0.252,1.101,0.267,-0.065,0.227,-0.040,0.041,0.342
'0:03.984',-0.171,-0.004,0.167,0.087,-0.169,0.082,-0.708,0.253,1.101,0.268,-0.063,0.229,-0.039,0.040,0.342
'0:03.985',-0.167,-0.001,0.166,0.084,-0.166,0.083,-0.702,0.253,1.108,0.266,-0.062,0.228,-0.038,0.044,0.339
'0:03.986',-0.162,0.004,0.166,0.079,-0.164,0.085,-0.694,0.253,1.117,0.264,-0.063,0.227,-0.036,0.052,0.337
'0:03.987',-0.158,0.009,0.166,0.074,-0.162,0.087,-0.700,0.252,1.117,0.262,-0.065,0.226,-0.035,0.054,0.338
'0:03.988',-0.161,0.013,0.173,0.073,-0.167,0.093,-0.710,0.253,1.107,0.265,-0.067,0.222,-0.038,0.049,0.342
'0:03.989',-0.161,0.018,0.178,0.071,-0.169,0.098,-0.716,0.252,1.098,0.270,-0.069,0.223,-0.040,0.046,0.342
'0:03.990',-0.164,0.013,0.177,0.075,-0.171,0.096,-0.714,0.252,1.096,0.273,-0.069,0.222,-0.042,0.041,0.342
'0:03.991',-0.168,0.006,0.173,0.081,-0.171,0.090,-0.712,0.254,1.097,0.274,-0.067,0.223,-0.042,0.035,0.340
'0:03.992',-0.167,0.004,0.172,0.082,-0.170,0.088,-0.711,0.256,1.099,0.273,-0.064,0.226,-0.042,0.036,0.338
'0:03.993',-0.162,0.006,0.168,0.078,-0.165,0.087,-0.711,0.257,1.099,0.271,-0.061,0.228,-0.042,0.037,0.333
'0:03.994',-0.159,0.011,0.170,0.073,-0.165,0.091,-0.710,0.255,1.097,0.270,-0.065,0.227,-0.041,0.036,0.332
'0:03.995',-0.164,0.006,0.170,0.079,-0.168,0.088,-0.716,0.255,1.091,0.273,-0.064,0.229,-0.043,0.027,0.335
'0:03.996',-0.168,0.004,0.172,0.082,-0.170,0.088,-0.721,0.256,1.082,0.277,-0.065,0.230,-0.045,0.018,0.337
'0:03.997',-0.171,0.001,0.172,0.085,-0.172,0.086,-0.714,0.257,1.082,0.279,-0.062,0.231,-0.046,0.018,0.336
'0:03.998',-0.171,-0.004,0.167,0.087,-0.169,0.081,-0.700,0.257,1.093,0.275,-0.059,0.236,-0.042,0.025,0.332
'0:03.999',-0.174,-0.011,0.164,0.093,-0.170,0.077,-0.688,0.259,1.101,0.272,-0.061,0.235,-0.041,0.026,0.333
'0:04.000',-0.172,-0.009,0.164,0.090,-0.169,0.077,-0.689,0.258,1.103,0.271,-0.061,0.233,-0.041,0.028,0.331
'0:04.001',-0.169,-0.004,0.165,0.086,-0.167,0.081,-0.692,0.257,1.103,0.270,-0.064,0.229,-0.043,0.029,0.330
'0:04.002',-0.172,-0.004,0.169,0.088,-0.171,0.083,-0.692,0.257,1.105,0.271,-0.063,0.226,-0.044,0.029,0.332
'0:04.003',-0.173,-0.003,0.171,0.087,-0.172,0.085,-0.691,0.257,1.108,0.274,-0.063,0.225,-0.044,0.034,0.334
'0:04.004',-0.173,-0.009,0.166,0.091,-0.170,0.079,-0.688,0.260,1.111,0.274,-0.060,0.228,-0.043,0.033,0.334
'0:04.005',-0.174,-0.007,0.167,0.091,-0.171,0.080,-0.680,0.258,1.119,0.272,-0.059,0.227,-0.040,0.037,0.333
'0:04.006',-0.169,-0.004,0.165,0.086,-0.167,0.081,-0.674,0.255,1.125,0.268,-0.061,0.226,-0.038,0.046,0.330
'0:04.007',-0.165,0.001,0.166,0.082,-0.166,0.084,-0.679,0.256,1.125,0.266,-0.064,0.224,-0.039,0.044,0.329
'0:04.008',-0.168,0.004,0.172,0.082,-0.170,0.088,-0.694,0.256,1.116,0.271,-0.068,0.220,-0.042,0.036,0.334
'0:04.009',-0.164,0.008,0.172,0.077,-0.168,0.090,-0.702,0.255,1.108,0.273,-0.067,0.223,-0.042,0.034,0.334
'0:04.010',-0.166,0.006,0.172,0.080,-0.169,0.090,-0.701,0.257,1.107,0.275,-0.066,0.224,-0.042,0.032,0.334
'0:04.011',-0.169,0.001,0.170,0.084,-0.170,0.086,-0.697,0.258,1.108,0.274,-0.065,0.225,-0.043,0.029,0.335
'0:04.012',-0.167,-0.001,0.167,0.084,-0.167,0.084,-0.698,0.260,1.110,0.274,-0.061,0.229,-0.042,0.027,0.333
'0:04.013',-0.165,0.003,0.168,0.081,-0.166,0.085,-0.699,0.259,1.108,0.273,-0.061,0.231,-0.042,0.029,0.329
'0:04.014',-0.162,0.009,0.172,0.076,-0.167,0.090,-0.702,0.258,1.105,0.271,-0.066,0.229,-0.042,0.029,0.328
'0:04.015',-0.164,0.008,0.172,0.078,-0.169,0.090,-0.710,0.259,1.099,0.274,-0.065,0.228,-0.043,0.023,0.331
'0:04.016',-0.169,0.004,0.173,0.083,-0.172,0.088,-0.713,0.260,1.091,0.278,-0.064,0.229,-0.047,0.015,0.332
'0:04.017',-0.172,-0.001,0.171,0.086,-0.172,0.085,-0.710,0.261,1.091,0.279,-0.061,0.232,-0.047,0.016,0.333
'0:04.018',-0.170,-0.004,0.167,0.087,-0.169,0.082,-0.698,0.261,1.099,0.274,-0.060,0.233,-0.045,0.022,0.329
'0:04.019',-0.173,-0.011,0.163,0.092,-0.169,0.076,-0.691,0.261,1.105,0.273,-0.062,0.232,-0.043,0.022,0.329
'0:04.020',-0.170,-0.007,0.163,0.088,-0.167,0.077,-0.692,0.261,1.109,0.273,-0.062,0.230,-0.042,0.028,0.328
'0:04.021',-0.169,-0.003,0.166,0.086,-0.168,0.082,-0.692,0.259,1.109,0.271,-0.065,0.229,-0.041,0.029,0.328
'0:04.022',-0.170,-0.004,0.167,0.087,-0.169,0.082,-0.690,0.259,1.111,0.272,-0.067,0.225,-0.043,0.025,0.330
'0:04.023',-0.174,-0.004,0.171,0.089,-0.172,0.084,-0.689,0.261,1.111,0.274,-0.067,0.223,-0.043,0.025,0.334
'0:04.024',-0.178,-0.009,0.170,0.093,-0.174,0.081,-0.689,0.264,1.113,0.274,-0.062,0.226,-0.044,0.029,0.333
'0:04.025',-0.173,-0.006,0.168,0.089,-0.171,0.081,-0.678,0.264,1.121,0.272,-0.062,0.225,-0.043,0.035,0.331
'0:04.026',-0.170,-0.004,0.167,0.087,-0.169,0.082,-0.673,0.263,1.129,0.268,-0.066,0.224,-0.040,0.040,0.330
'0:04.027',-0.166,-0.002,0.165,0.084,-0.165,0.082,-0.679,0.264,1.131,0.266,-0.067,0.222,-0.041,0.041,0.329
'0:04.028',-0.168,0.001,0.169,0.084,-0.168,0.085,-0.693,0.266,1.123,0.268,-0.068,0.221,-0.043,0.035,0.334
'0:04.029',-0.167,0.003,0.170,0.082,-0.169,0.086,-0.701,0.266,1.115,0.269,-0.068,0.222,-0.045,0.030,0.332
'0:04.030',-0.167,0.001,0.168,0.083,-0.168,0.084,-0.700,0.269,1.115,0.270,-0.066,0.225,-0.046,0.025,0.332
'0:04.031',-0.169,-0.007,0.162,0.087,-0.166,0.078,-0.696,0.274,1.115,0.272,-0.064,0.226,-0.048,0.019,0.331
'0:04.032',-0.169,-0.013,0.157,0.090,-0.163,0.072,-0.685,0.279,1.118,0.271,-0.065,0.224,-0.051,0.013,0.326
'0:04.033',-0.167,-0.019,0.148,0.093,-0.158,0.065,-0.677,0.287,1.122,0.272,-0.069,0.221,-0.051,0.006,0.321
'0:04.034',-0.164,-0.021,0.142,0.092,-0.153,0.060,-0.673,0.295,1.121,0.271,-0.075,0.215,-0.052,-0.001,0.319
'0:04.035',-0.168,-0.035,0.133,0.101,-0.150,0.050,-0.670,0.306,1.118,0.273,-0.079,0.211,-0.056,-0.016,0.318
'0:04.036',-0.173,-0.054,0.119,0.114,-0.146,0.033,-0.663,0.325,1.116,0.276,-0.087,0.203,-0.059,-0.037,0.317
'0:04.037',-0.179,-0.083,0.097,0.131,-0.139,0.007,-0.632,0.354,1.124,0.276,-0.102,0.192,-0.063,-0.064,0.311
'0:04.038',-0.180,-0.119,0.062,0.149,-0.121,-0.028,-0.586,0.392,1.145,0.269,-0.118,0.177,-0.065,-0.088,0.301
'0:04.039',-0.184,-0.161,0.024,0.172,-0.104,-0.068,-0.536,0.442,1.173,0.264,-0.138,0.157,-0.073,-0.122,0.292
'0:04.040',-0.184,-0.203,-0.019,0.194,-0.083,-0.111,-0.487,0.500,1.201,0.258,-0.162,0.134,-0.084,-0.161,0.280
'0:04.041',-0.179,-0.239,-0.059,0.209,-0.060,-0.149,-0.447,0.554,1.226,0.251,-0.182,0.113,-0.092,-0.196,0.270
'0:04.042',-0.181,-0.276,-0.093,0.229,-0.044,-0.184,-0.406,0.603,1.250,0.248,-0.201,0.093,-0.101,-0.234,0.260
'0:04.043',-0.183,-0.320,-0.136,0.252,-0.025,-0.227,-0.358,0.659,1.272,0.245,-0.226,0.069,-0.108,-0.277,0.251
'0:04.044',-0.183,-0.367,-0.183,0.275,0.000,-0.275,-0.300,0.727,1.302,0.246,-0.251,0.046,-0.117,-0.319,0.236
'0:04.045',-0.181,-0.404,-0.222,0.293,0.019,-0.312,-0.237,0.791,1.334,0.245,-0.279,0.023,-0.119,-0.348,0.218
'0:04.046',-0.171,-0.428,-0.258,0.299,0.043,-0.343,-0.191,0.844,1.366,0.240,-0.296,0.008,-0.121,-0.368,0.202
'0:04.047',-0.162,-0.434,-0.273,0.298,0.055,-0.353,-0.167,0.882,1.389,0.237,-0.307,0.000,-0.124,-0.381,0.186
'0:04.048',-0.164,-0.425,-0.262,0.294,0.049,-0.343,-0.170,0.895,1.385,0.244,-0.315,-0.004,-0.125,-0.380,0.182
'0:04.049',-0.157,-0.393,-0.236,0.275,0.040,-0.315,-0.176,0.896,1.387,0.252,-0.308,0.004,-0.123,-0.360,0.168
'0:04.050',-0.154,-0.363,-0.209,0.259,0.028,-0.286,-0.172,0.906,1.399,0.260,-0.299,0.015,-0.123,-0.335,0.150
'0:04.051',-0.149,-0.324,-0.174,0.236,0.013,-0.249,-0.177,0.909,1.421,0.265,-0.274,0.037,-0.127,-0.299,0.129
'0:04.052',-0.135,-0.268,-0.133,0.201,-0.001,-0.200,-0.206,0.888,1.435,0.266,-0.238,0.072,-0.126,-0.252,0.110
'0:04.053',-0.117,-0.197,-0.080,0.157,-0.018,-0.138,-0.255,0.843,1.427,0.265,-0.200,0.109,-0.116,-0.187,0.103
'0:04.054',-0.097,-0.105,-0.008,0.101,-0.044,-0.056,-0.307,0.802,1.431,0.265,-0.151,0.150,-0.113,-0.112,0.096
'0:04.055',-0.082,-0.030,0.052,0.056,-0.067,0.011,-0.371,0.766,1.427,0.264,-0.093,0.201,-0.112,-0.052,0.096
'0:04.056',-0.067,0.030,0.097,0.018,-0.082,0.064,-0.393,0.781,1.466,0.265,-0.032,0.249,-0.128,-0.008,0.071
'0:04.057',-0.048,0.076,0.124,-0.014,-0.086,0.101,-0.405,0.797,1.510,0.259,0.036,0.300,-0.147,0.030,0.049
'0:04.058',-0.025,0.138,0.163,-0.057,-0.094,0.150,-0.435,0.761,1.519,0.248,0.103,0.356,-0.143,0.088,0.042
'0:04.059',-0.009,0.202,0.210,-0.097,-0.110,0.206,-0.457,0.739,1.544,0.242,0.169,0.408,-0.150,0.151,0.028
'0:04.060',0.006,0.261,0.255,-0.134,-0.124,0.258,-0.496,0.699,1.550,0.236,0.231,0.458,-0.158,0.206,0.018
'0:04.061',0.018,0.337,0.318,-0.177,-0.150,0.328,-0.522,0.662,1.562,0.238,0.297,0.510,-0.163,0.273,-0.003
'0:04.062',0.037,0.424,0.387,-0.231,-0.175,0.406,-0.582,0.601,1.575,0.235,0.390,0.578,-0.175,0.349,-0.014
'0:04.063',0.052,0.517,0.465,-0.285,-0.206,0.491,-0.673,0.510,1.575,0.232,0.491,0.656,-0.186,0.432,-0.017
'0:04.064',0.070,0.634,0.566,-0.351,-0.248,0.600,-0.799,0.361,1.537,0.231,0.596,0.744,-0.179,0.542,-0.013
'0:04.065',0.088,0.766,0.678,-0.427,-0.295,0.723,-0.947,0.159,1.458,0.231,0.688,0.822,-0.157,0.665,0.011
'0:04.066',0.101,0.919,0.819,-0.509,-0.359,0.870,-1.087,-0.037,1.389,0.236,0.787,0.907,-0.137,0.809,0.029
'0:04.067',0.118,1.069,0.951,-0.594,-0.416,1.010,-1.238,-0.212,1.347,0.232,0.912,1.006,-0.143,0.940,0.033
'0:04.068',0.121,1.173,1.052,-0.647,-0.465,1.113,-1.336,-0.328,1.333,0.239,1.020,1.081,-0.172,1.024,0.019
'0:04.069',0.110,1.301,1.191,-0.705,-0.540,1.246,-1.403,-0.445,1.301,0.258,1.105,1.147,-0.185,1.137,-0.011
'0:04.070',0.086,1.423,1.337,-0.754,-0.625,1.380,-1.459,-0.573,1.244,0.281,1.172,1.199,-0.182,1.254,-0.032
'0:04.071',0.076,1.544,1.468,-0.809,-0.696,1.506,-1.524,-0.693,1.192,0.298,1.246,1.259,-0.177,1.371,-0.043
'0:04.072',0.081,1.683,1.603,-0.881,-0.760,1.643,-1.605,-0.784,1.185,0.305,1.336,1.331,-0.191,1.500,-0.066
'0:04.073',0.085,1.820,1.735,-0.953,-0.825,1.778,-1.688,-0.858,1.211,0.309,1.423,1.395,-0.223,1.623,-0.102
'0:04.074',0.093,1.937,1.843,-1.015,-0.875,1.890,-1.770,-0.924,1.231,0.310,1.512,1.454,-0.255,1.720,-0.131
'0:04.075',0.099,2.019,1.920,-1.059,-0.910,1.970,-1.833,-0.966,1.254,0.312,1.588,1.504,-0.290,1.786,-0.154
'0:04.076',0.102,2.091,1.988,-1.097,-0.943,2.040,-1.889,-0.998,1.278,0.316,1.649,1.549,-0.323,1.843,-0.170
'0:04.077',0.105,2.112,2.006,-1.109,-0.951,2.059,-1.921,-1.028,1.280,0.312,1.706,1.591,-0.340,1.867,-0.165
'0:04.078',0.107,2.092,1.986,-1.099,-0.939,2.039,-1.917,-1.048,1.266,0.307,1.730,1.609,-0.348,1.868,-0.155
'0:04.079',0.091,1.978,1.887,-1.034,-0.897,1.932,-1.861,-1.006,1.268,0.309,1.712,1.585,-0.365,1.784,-0.140
'0:04.080',0.077,1.801,1.724,-0.939,-0.824,1.763,-1.764,-0.902,1.300,0.306,1.667,1.532,-0.393,1.637,-0.122
'0:04.081',0.058,1.633,1.575,-0.846,-0.758,1.605,-1.673,-0.808,1.295,0.310,1.578,1.456,-0.386,1.496,-0.081
'0:04.082',0.025,1.480,1.454,-0.753,-0.714,1.468,-1.591,-0.752,1.209,0.325,1.444,1.364,-0.313,1.371,-0.008
'0:04.083',-0.013,1.345,1.359,-0.666,-0.686,1.353,-1.548,-0.753,1.020,0.339,1.271,1.262,-0.170,1.260,0.116
'0:04.084',-0.056,1.235,1.291,-0.590,-0.673,1.264,-1.534,-0.802,0.777,0.357,1.067,1.155,0.013,1.175,0.262
'0:04.085',-0.101,1.153,1.253,-0.526,-0.676,1.204,-1.498,-0.846,0.537,0.376,0.834,1.027,0.200,1.114,0.401
'0:04.086',-0.147,1.055,1.202,-0.454,-0.674,1.129,-1.456,-0.890,0.271,0.394,0.582,0.894,0.425,1.042,0.563
'0:04.087',-0.180,0.961,1.141,-0.390,-0.661,1.052,-1.433,-0.909,0.109,0.410,0.384,0.780,0.559,0.963,0.674
'0:04.088',-0.206,0.885,1.092,-0.340,-0.649,0.989,-1.407,-0.882,0.080,0.428,0.263,0.690,0.565,0.889,0.710
'0:04.089',-0.217,0.846,1.064,-0.314,-0.641,0.955,-1.373,-0.850,0.065,0.446,0.169,0.624,0.575,0.851,0.727
'0:04.090',-0.239,0.794,1.034,-0.277,-0.637,0.914,-1.337,-0.822,0.057,0.468,0.082,0.557,0.572,0.810,0.741
'0:04.091',-0.262,0.733,0.995,-0.235,-0.628,0.865,-1.296,-0.780,0.077,0.492,0.022,0.498,0.541,0.762,0.738
'0:04.092',-0.269,0.671,0.941,-0.202,-0.605,0.806,-1.238,-0.715,0.130,0.503,-0.021,0.450,0.500,0.710,0.719
'0:04.093',-0.273,0.607,0.880,-0.167,-0.577,0.744,-1.177,-0.643,0.191,0.505,-0.044,0.418,0.457,0.652,0.691
'0:04.094',-0.278,0.560,0.838,-0.141,-0.557,0.699,-1.125,-0.588,0.234,0.506,-0.074,0.382,0.423,0.608,0.673
'0:04.095',-0.297,0.480,0.777,-0.092,-0.537,0.629,-1.073,-0.532,0.266,0.514,-0.139,0.321,0.385,0.532,0.667
'0:04.096',-0.318,0.395,0.713,-0.039,-0.515,0.554,-1.027,-0.476,0.304,0.520,-0.184,0.266,0.337,0.451,0.653
'0:04.097',-0.329,0.320,0.649,0.004,-0.489,0.485,-0.976,-0.422,0.350,0.524,-0.205,0.228,0.296,0.387,0.639
'0:04.098',-0.334,0.251,0.585,0.042,-0.459,0.418,-0.927,-0.373,0.402,0.519,-0.223,0.199,0.268,0.333,0.627
'0:04.099',-0.336,0.180,0.516,0.078,-0.426,0.348,-0.898,-0.328,0.448,0.506,-0.234,0.174,0.241,0.278,0.625
'0:04.100',-0.331,0.111,0.443,0.110,-0.387,0.277,-0.876,-0.282,0.493,0.488,-0.241,0.156,0.216,0.214,0.625
'0:04.101',-0.324,0.066,0.390,0.130,-0.357,0.228,-0.863,-0.247,0.534,0.472,-0.243,0.145,0.196,0.169,0.621
'0:04.102',-0.318,0.040,0.358,0.140,-0.338,0.199,-0.859,-0.220,0.570,0.459,-0.235,0.144,0.179,0.141,0.616
'0:04.103',-0.311,0.021,0.332,0.145,-0.322,0.176,-0.859,-0.189,0.611,0.442,-0.222,0.147,0.161,0.118,0.609
'0:04.104',-0.299,0.008,0.308,0.146,-0.304,0.158,-0.861,-0.152,0.659,0.423,-0.201,0.160,0.142,0.105,0.594
'0:04.105',-0.286,0.009,0.295,0.139,-0.291,0.152,-0.863,-0.128,0.700,0.406,-0.189,0.166,0.132,0.105,0.577
'0:04.106',-0.271,0.010,0.281,0.131,-0.277,0.146,-0.853,-0.099,0.742,0.391,-0.175,0.172,0.120,0.105,0.557
'0:04.107',-0.255,0.011,0.266,0.121,-0.261,0.139,-0.850,-0.066,0.783,0.373,-0.157,0.182,0.103,0.093,0.533
'0:04.108',-0.243,0.013,0.257,0.116,-0.251,0.135,-0.855,-0.033,0.819,0.357,-0.137,0.194,0.082,0.075,0.513
'0:04.109',-0.222,0.026,0.249,0.098,-0.236,0.138,-0.855,0.001,0.858,0.341,-0.115,0.209,0.062,0.074,0.486
'0:04.110',-0.211,0.039,0.251,0.086,-0.232,0.145,-0.844,0.029,0.895,0.332,-0.093,0.223,0.046,0.079,0.460
'0:04.111',-0.202,0.048,0.250,0.077,-0.227,0.149,-0.820,0.065,0.941,0.323,-0.071,0.239,0.029,0.084,0.427
'0:04.112',-0.191,0.061,0.253,0.065,-0.222,0.158,-0.798,0.101,0.979,0.318,-0.053,0.254,0.015,0.094,0.398
'0:04.113',-0.180,0.073,0.254,0.054,-0.217,0.164,-0.775,0.135,1.014,0.315,-0.038,0.263,0.003,0.102,0.373
'0:04.114',-0.171,0.080,0.252,0.045,-0.211,0.166,-0.753,0.163,1.042,0.308,-0.032,0.263,-0.008,0.105,0.359
'0:04.115',-0.169,0.077,0.246,0.046,-0.208,0.162,-0.741,0.190,1.058,0.306,-0.025,0.267,-0.018,0.098,0.346
'0:04.116',-0.169,0.076,0.245,0.046,-0.207,0.161,-0.728,0.217,1.075,0.306,-0.017,0.271,-0.030,0.090,0.333
'0:04.117',-0.171,0.072,0.243,0.049,-0.207,0.158,-0.714,0.234,1.090,0.305,-0.011,0.274,-0.035,0.091,0.325
'0:04.118',-0.165,0.071,0.235,0.046,-0.200,0.153,-0.692,0.255,1.115,0.301,-0.004,0.278,-0.039,0.100,0.311
'0:04.119',-0.163,0.070,0.233,0.046,-0.198,0.151,-0.672,0.275,1.141,0.298,-0.002,0.276,-0.044,0.106,0.300
'0:04.120',-0.159,0.075,0.234,0.042,-0.197,0.155,-0.666,0.286,1.153,0.297,-0.001,0.277,-0.047,0.108,0.292
'0:04.121',-0.152,0.083,0.234,0.035,-0.194,0.159,-0.658,0.298,1.169,0.295,0.001,0.276,-0.051,0.113,0.287
'0:04.122',-0.149,0.084,0.234,0.033,-0.192,0.159,-0.653,0.313,1.186,0.293,0.004,0.277,-0.057,0.114,0.281
'0:04.123',-0.151,0.080,0.232,0.035,-0.192,0.156,-0.649,0.327,1.197,0.290,0.007,0.278,-0.059,0.111,0.280
'0:04.124',-0.153,0.072,0.225,0.041,-0.189,0.148,-0.642,0.337,1.207,0.289,0.010,0.281,-0.060,0.107,0.278
'0:04.125',-0.150,0.070,0.220,0.040,-0.185,0.145,-0.632,0.342,1.217,0.285,0.007,0.278,-0.062,0.109,0.275
'0:04.126',-0.143,0.070,0.214,0.036,-0.178,0.142,-0.625,0.344,1.226,0.280,0.007,0.275,-0.061,0.115,0.273
'0:04.127',-0.137,0.074,0.211,0.032,-0.174,0.143,-0.631,0.348,1.233,0.276,0.004,0.273,-0.064,0.115,0.270
'0:04.128',-0.139,0.078,0.216,0.030,-0.177,0.147,-0.643,0.352,1.228,0.281,0.004,0.270,-0.070,0.108,0.271
'0:04.129',-0.133,0.082,0.214,0.025,-0.173,0.148,-0.649,0.356,1.224,0.283,0.005,0.272,-0.073,0.102,0.271
'0:04.130',-0.139,0.075,0.213,0.032,-0.176,0.144,-0.644,0.360,1.226,0.284,0.006,0.274,-0.074,0.096,0.271
'0:04.131',-0.143,0.068,0.210,0.037,-0.177,0.139,-0.641,0.364,1.229,0.284,0.009,0.275,-0.077,0.092,0.268
'0:04.132',-0.140,0.062,0.202,0.038,-0.171,0.132,-0.640,0.368,1.232,0.283,0.010,0.277,-0.080,0.087,0.263
'0:04.133',-0.134,0.063,0.197,0.035,-0.166,0.130,-0.637,0.372,1.236,0.280,0.014,0.279,-0.081,0.086,0.258
'0:04.134',-0.130,0.067,0.196,0.031,-0.163,0.132,-0.639,0.373,1.238,0.277,0.010,0.276,-0.086,0.085,0.256
'0:04.135',-0.136,0.059,0.195,0.037,-0.165,0.128,-0.645,0.377,1.234,0.281,0.011,0.276,-0.089,0.075,0.256
'0:04.136',-0.139,0.058,0.197,0.041,-0.168,0.128,-0.649,0.380,1.228,0.282,0.013,0.278,-0.092,0.069,0.257
'0:04.137',-0.141,0.053,0.194,0.043,-0.168,0.124,-0.644,0.383,1.230,0.283,0.015,0.280,-0.094,0.067,0.256
'0:04.138',-0.139,0.050,0.189,0.044,-0.164,0.119,-0.634,0.384,1.240,0.278,0.017,0.280,-0.092,0.071,0.249
'0:04.139',-0.141,0.044,0.186,0.049,-0.164,0.116,-0.625,0.388,1.250,0.275,0.017,0.279,-0.092,0.074,0.248
'0:04.140',-0.139,0.046,0.185,0.046,-0.163,0.117,-0.625,0.390,1.255,0.274,0.018,0.279,-0.092,0.077,0.244
'0:04.141',-0.137,0.052,0.189,0.042,-0.163,0.120,-0.627,0.389,1.258,0.273,0.016,0.278,-0.092,0.082,0.244
'0:04.142',-0.138,0.053,0.191,0.043,-0.165,0.122,-0.627,0.392,1.262,0.274,0.014,0.277,-0.092,0.081,0.246
'0:04.143',-0.139,0.053,0.192,0.043,-0.166,0.123,-0.627,0.395,1.264,0.273,0.013,0.275,-0.093,0.080,0.248
'0:04.144',-0.141,0.048,0.189,0.046,-0.165,0.118,-0.625,0.397,1.268,0.274,0.018,0.279,-0.093,0.081,0.248
'0:04.145',-0.140,0.051,0.190,0.044,-0.165,0.120,-0.616,0.398,1.278,0.272,0.018,0.280,-0.092,0.088,0.245
'0:04.146',-0.135,0.054,0.189,0.040,-0.162,0.121,-0.608,0.398,1.288,0.268,0.017,0.279,-0.091,0.096,0.241
'0:04.147',-0.128,0.060,0.188,0.034,-0.158,0.124,-0.613,0.400,1.292,0.266,0.018,0.278,-0.092,0.099,0.240
'0:04.148',-0.129,0.065,0.194,0.032,-0.161,0.130,-0.624,0.403,1.284,0.270,0.018,0.276,-0.096,0.094,0.243
'0:04.149',-0.125,0.070,0.196,0.028,-0.161,0.133,-0.628,0.404,1.278,0.273,0.019,0.280,-0.098,0.090,0.240
'0:04.150',-0.126,0.070,0.196,0.028,-0.161,0.133,-0.627,0.404,1.278,0.273,0.024,0.281,-0.100,0.090,0.240
'0:04.151',-0.127,0.064,0.192,0.031,-0.160,0.128,-0.627,0.406,1.278,0.274,0.026,0.280,-0.103,0.087,0.238
'0:04.152',-0.126,0.061,0.188,0.032,-0.157,0.125,-0.627,0.408,1.280,0.274,0.027,0.283,-0.104,0.084,0.234
'0:04.153',-0.122,0.062,0.185,0.029,-0.153,0.124,-0.628,0.410,1.280,0.270,0.029,0.284,-0.104,0.085,0.231
'0:04.154',-0.119,0.068,0.187,0.025,-0.153,0.128,-0.630,0.410,1.280,0.266,0.028,0.282,-0.105,0.087,0.231
'0:04.155',-0.126,0.065,0.190,0.030,-0.158,0.128,-0.634,0.412,1.274,0.266,0.029,0.283,-0.110,0.079,0.233
'0:04.156',-0.131,0.062,0.194,0.034,-0.162,0.128,-0.640,0.415,1.268,0.271,0.030,0.283,-0.114,0.071,0.234
'0:04.157',-0.134,0.060,0.194,0.036,-0.164,0.127,-0.632,0.417,1.269,0.273,0.035,0.286,-0.114,0.072,0.235
'0:04.158',-0.131,0.057,0.188,0.037,-0.159,0.122,-0.618,0.418,1.280,0.269,0.040,0.288,-0.112,0.077,0.229
'0:04.159',-0.135,0.052,0.187,0.042,-0.161,0.119,-0.612,0.420,1.287,0.267,0.038,0.287,-0.111,0.081,0.230
'0:04.160',-0.135,0.056,0.190,0.040,-0.162,0.123,-0.613,0.422,1.291,0.265,0.037,0.286,-0.110,0.082,0.229
'0:04.161',-0.131,0.061,0.192,0.035,-0.161,0.127,-0.614,0.420,1.294,0.264,0.037,0.284,-0.109,0.084,0.228
'0:04.162',-0.129,0.067,0.196,0.031,-0.163,0.132,-0.611,0.421,1.296,0.265,0.037,0.283,-0.110,0.088,0.231
'0:04.163',-0.130,0.068,0.199,0.031,-0.165,0.134,-0.612,0.424,1.298,0.266,0.036,0.283,-0.112,0.089,0.232
'0:04.164',-0.130,0.064,0.193,0.033,-0.161,0.129,-0.610,0.426,1.305,0.267,0.042,0.288,-0.112,0.091,0.233
'0:04.165',-0.125,0.067,0.192,0.029,-0.159,0.130,-0.600,0.427,1.315,0.265,0.043,0.286,-0.112,0.100,0.231
'0:04.166',-0.122,0.071,0.194,0.025,-0.158,0.133,-0.598,0.427,1.324,0.260,0.044,0.286,-0.111,0.108,0.226
'0:04.167',-0.121,0.075,0.197,0.022,-0.159,0.137,-0.605,0.427,1.327,0.260,0.045,0.286,-0.110,0.110,0.225
