'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
'0:06.115',0.087,-0.268,-0.353,0.090,0.221,-0.310,0.005,0.209,0.277,0.090,-0.178,-0.087,-0.107,-0.246,0.028
'0:06.116',0.095,-0.259,-0.352,0.082,0.224,-0.305,0.005,0.212,0.283,0.095,-0.177,-0.085,-0.103,-0.243,0.028
'0:06.117',0.103,-0.255,-0.358,0.075,0.231,-0.306,0.005,0.216,0.287,0.098,-0.176,-0.084,-0.101,-0.243,0.030
'0:06.118',0.111,-0.261,-0.370,0.074,0.241,-0.316,0.007,0.223,0.295,0.101,-0.174,-0.082,-0.101,-0.246,0.033
'0:06.119',0.108,-0.277,-0.385,0.084,0.246,-0.331,0.007,0.225,0.303,0.104,-0.175,-0.080,-0.098,-0.255,0.035
'0:06.120',0.107,-0.286,-0.393,0.089,0.250,-0.340,0.010,0.229,0.308,0.110,-0.173,-0.079,-0.097,-0.260,0.035
'0:06.121',0.112,-0.281,-0.393,0.085,0.253,-0.338,0.013,0.234,0.314,0.115,-0.171,-0.074,-0.092,-0.255,0.035
'0:06.122',0.113,-0.285,-0.398,0.086,0.256,-0.341,0.009,0.234,0.316,0.117,-0.171,-0.073,-0.088,-0.251,0.034
'0:06.123',0.117,-0.288,-0.405,0.086,0.262,-0.347,0.010,0.239,0.323,0.120,-0.167,-0.072,-0.088,-0.262,0.035
'0:06.124',0.124,-0.288,-0.412,0.082,0.269,-0.350,0.013,0.245,0.329,0.126,-0.166,-0.071,-0.086,-0.275,0.035
'0:06.125',0.125,-0.293,-0.417,0.084,0.272,-0.355,0.013,0.246,0.332,0.129,-0.166,-0.071,-0.085,-0.280,0.035
'0:06.126',0.127,-0.291,-0.417,0.082,0.272,-0.354,0.012,0.249,0.337,0.132,-0.162,-0.068,-0.082,-0.280,0.036
'0:06.127',0.129,-0.296,-0.424,0.084,0.277,-0.360,0.013,0.254,0.341,0.138,-0.158,-0.062,-0.077,-0.280,0.034
'0:06.128',0.131,-0.295,-0.425,0.082,0.279,-0.360,0.013,0.256,0.345,0.141,-0.154,-0.058,-0.074,-0.280,0.031
'0:06.129',0.138,-0.277,-0.414,0.069,0.277,-0.345,0.009,0.255,0.347,0.143,-0.153,-0.057,-0.071,-0.274,0.030
'0:06.130',0.142,-0.271,-0.412,0.064,0.278,-0.342,0.008,0.255,0.349,0.144,-0.153,-0.057,-0.069,-0.266,0.031
'0:06.131',0.143,-0.274,-0.416,0.065,0.281,-0.345,0.011,0.260,0.357,0.150,-0.149,-0.053,-0.067,-0.269,0.031
'0:06.132',0.146,-0.280,-0.426,0.067,0.286,-0.353,0.016,0.267,0.365,0.155,-0.147,-0.051,-0.066,-0.280,0.031
'0:06.133',0.146,-0.284,-0.430,0.069,0.288,-0.357,0.011,0.263,0.361,0.151,-0.151,-0.053,-0.064,-0.281,0.031
'0:06.134',0.147,-0.285,-0.432,0.069,0.290,-0.359,0.005,0.261,0.362,0.153,-0.148,-0.052,-0.061,-0.278,0.029
'0:06.135',0.150,-0.288,-0.438,0.069,0.294,-0.363,0.007,0.264,0.368,0.159,-0.146,-0.049,-0.059,-0.277,0.029
'0:06.136',0.153,-0.286,-0.439,0.067,0.296,-0.362,0.004,0.265,0.370,0.161,-0.144,-0.049,-0.056,-0.274,0.029
'0:06.137',0.158,-0.284,-0.442,0.064,0.300,-0.363,0.005,0.270,0.376,0.165,-0.143,-0.046,-0.052,-0.276,0.029
'0:06.138',0.171,-0.284,-0.455,0.057,0.313,-0.369,0.012,0.278,0.386,0.169,-0.142,-0.043,-0.051,-0.275,0.033
'0:06.139',0.178,-0.286,-0.463,0.053,0.321,-0.374,0.013,0.282,0.389,0.170,-0.141,-0.043,-0.052,-0.276,0.035
'0:06.140',0.171,-0.290,-0.461,0.059,0.316,-0.376,0.013,0.282,0.390,0.171,-0.143,-0.045,-0.051,-0.284,0.037
'0:06.141',0.167,-0.293,-0.460,0.063,0.314,-0.377,0.012,0.282,0.391,0.172,-0.141,-0.044,-0.048,-0.284,0.035
'0:06.142',0.167,-0.299,-0.466,0.066,0.317,-0.383,0.010,0.281,0.393,0.174,-0.141,-0.043,-0.044,-0.291,0.035
'0:06.143',0.168,-0.308,-0.475,0.070,0.322,-0.392,0.011,0.284,0.398,0.177,-0.142,-0.043,-0.044,-0.303,0.037
'0:06.144',0.174,-0.306,-0.479,0.066,0.327,-0.393,0.015,0.292,0.404,0.181,-0.139,-0.041,-0.045,-0.304,0.038
'0:06.145',0.184,-0.295,-0.479,0.056,0.332,-0.388,0.018,0.295,0.408,0.186,-0.137,-0.038,-0.043,-0.296,0.038
'0:06.146',0.178,-0.292,-0.469,0.057,0.324,-0.381,0.013,0.291,0.405,0.181,-0.141,-0.043,-0.043,-0.291,0.038
'0:06.147',0.171,-0.293,-0.464,0.061,0.318,-0.379,0.005,0.286,0.402,0.178,-0.146,-0.046,-0.041,-0.291,0.037
'0:06.148',0.177,-0.294,-0.471,0.059,0.324,-0.383,0.010,0.290,0.406,0.185,-0.140,-0.039,-0.037,-0.293,0.035
'0:06.149',0.176,-0.300,-0.475,0.061,0.326,-0.388,0.013,0.294,0.412,0.190,-0.136,-0.035,-0.036,-0.295,0.034
'0:06.150',0.178,-0.297,-0.475,0.059,0.328,-0.386,0.010,0.295,0.413,0.193,-0.135,-0.034,-0.035,-0.295,0.034
'0:06.151',0.177,-0.302,-0.478,0.062,0.328,-0.390,0.011,0.296,0.417,0.193,-0.135,-0.034,-0.033,-0.295,0.033
'0:06.152',0.180,-0.310,-0.490,0.065,0.336,-0.400,0.010,0.296,0.420,0.195,-0.134,-0.033,-0.033,-0.301,0.034
'0:06.153',0.184,-0.300,-0.485,0.058,0.335,-0.393,0.007,0.296,0.420,0.197,-0.134,-0.030,-0.029,-0.293,0.033
'0:06.154',0.180,-0.294,-0.474,0.057,0.328,-0.384,0.004,0.295,0.420,0.193,-0.139,-0.035,-0.029,-0.283,0.031
'0:06.155',0.191,-0.290,-0.480,0.050,0.336,-0.385,0.005,0.297,0.421,0.195,-0.136,-0.031,-0.029,-0.285,0.032
'0:06.156',0.196,-0.281,-0.475,0.043,0.336,-0.378,0.003,0.295,0.422,0.197,-0.135,-0.031,-0.028,-0.278,0.032
'0:06.157',0.195,-0.274,-0.469,0.040,0.332,-0.371,0.004,0.298,0.422,0.197,-0.140,-0.036,-0.029,-0.276,0.033
'0:06.158',0.194,-0.284,-0.477,0.045,0.336,-0.381,0.004,0.299,0.426,0.197,-0.141,-0.038,-0.028,-0.284,0.036
'0:06.159',0.192,-0.295,-0.486,0.052,0.339,-0.391,0.000,0.297,0.426,0.197,-0.140,-0.038,-0.026,-0.293,0.036
'0:06.160',0.183,-0.310,-0.493,0.063,0.339,-0.402,0.004,0.301,0.429,0.200,-0.141,-0.036,-0.026,-0.298,0.036
'0:06.161',0.182,-0.318,-0.500,0.068,0.342,-0.409,0.008,0.304,0.433,0.203,-0.140,-0.035,-0.026,-0.299,0.037
'0:06.162',0.200,-0.305,-0.504,0.053,0.352,-0.405,0.007,0.308,0.438,0.209,-0.134,-0.029,-0.024,-0.301,0.035
'0:06.163',0.199,-0.315,-0.513,0.058,0.356,-0.414,0.010,0.310,0.440,0.211,-0.133,-0.030,-0.025,-0.303,0.036
'0:06.164',0.191,-0.331,-0.520,0.070,0.356,-0.426,0.011,0.309,0.440,0.209,-0.135,-0.032,-0.025,-0.310,0.039
'0:06.165',0.195,-0.333,-0.527,0.069,0.361,-0.429,0.015,0.315,0.446,0.216,-0.129,-0.028,-0.025,-0.318,0.039
'0:06.166',0.200,-0.323,-0.521,0.061,0.361,-0.422,0.017,0.315,0.446,0.219,-0.127,-0.027,-0.025,-0.311,0.037
'0:06.167',0.197,-0.306,-0.502,0.054,0.350,-0.405,0.009,0.306,0.439,0.211,-0.134,-0.030,-0.024,-0.302,0.036
'0:06.168',0.199,-0.296,-0.494,0.049,0.346,-0.396,0.007,0.304,0.436,0.210,-0.134,-0.030,-0.024,-0.298,0.034
'0:06.169',0.197,-0.296,-0.492,0.050,0.344,-0.394,0.007,0.303,0.436,0.211,-0.132,-0.028,-0.023,-0.294,0.031
'0:06.170',0.192,-0.300,-0.491,0.054,0.342,-0.396,0.007,0.302,0.434,0.212,-0.130,-0.025,-0.022,-0.293,0.029
'0:06.171',0.193,-0.303,-0.495,0.055,0.344,-0.400,0.007,0.301,0.434,0.213,-0.129,-0.025,-0.024,-0.296,0.030
'0:06.172',0.193,-0.305,-0.497,0.056,0.345,-0.401,0.006,0.299,0.433,0.214,-0.127,-0.025,-0.024,-0.297,0.030
'0:06.173',0.191,-0.294,-0.484,0.052,0.338,-0.390,0.003,0.294,0.427,0.211,-0.128,-0.026,-0.024,-0.290,0.029
'0:06.174',0.190,-0.288,-0.478,0.049,0.335,-0.384,0.002,0.289,0.420,0.205,-0.133,-0.028,-0.026,-0.285,0.029
'0:06.175',0.185,-0.295,-0.480,0.054,0.334,-0.388,0.003,0.288,0.416,0.204,-0.131,-0.028,-0.026,-0.287,0.030
'0:06.176',0.178,-0.289,-0.466,0.056,0.322,-0.378,-0.002,0.280,0.409,0.199,-0.135,-0.030,-0.025,-0.279,0.029
'0:06.177',0.177,-0.284,-0.461,0.053,0.320,-0.373,-0.003,0.276,0.404,0.196,-0.137,-0.032,-0.028,-0.273,0.029
'0:06.178',0.175,-0.292,-0.467,0.058,0.321,-0.379,-0.001,0.275,0.402,0.196,-0.134,-0.030,-0.029,-0.281,0.030
'0:06.179',0.174,-0.296,-0.470,0.060,0.323,-0.383,0.003,0.274,0.400,0.194,-0.132,-0.030,-0.031,-0.281,0.033
'0:06.180',0.173,-0.300,-0.473,0.063,0.324,-0.387,0.004,0.275,0.398,0.192,-0.131,-0.032,-0.034,-0.280,0.034
'0:06.181',0.173,-0.287,-0.459,0.057,0.316,-0.373,0.003,0.268,0.389,0.188,-0.133,-0.031,-0.035,-0.270,0.032
'0:06.182',0.170,-0.280,-0.449,0.054,0.309,-0.364,0.001,0.262,0.381,0.183,-0.134,-0.032,-0.036,-0.264,0.032
'0:06.183',0.163,-0.289,-0.451,0.063,0.307,-0.370,0.001,0.257,0.375,0.180,-0.135,-0.033,-0.041,-0.273,0.034
'0:06.184',0.159,-0.293,-0.451,0.067,0.305,-0.371,0.002,0.255,0.369,0.177,-0.137,-0.034,-0.043,-0.274,0.034
'0:06.185',0.148,-0.297,-0.445,0.074,0.297,-0.371,0.001,0.247,0.358,0.169,-0.140,-0.038,-0.046,-0.272,0.035
'0:06.186',0.143,-0.293,-0.436,0.074,0.289,-0.364,-0.002,0.240,0.349,0.163,-0.141,-0.040,-0.049,-0.267,0.035
'0:06.187',0.140,-0.288,-0.427,0.074,0.283,-0.357,-0.001,0.237,0.344,0.162,-0.141,-0.037,-0.049,-0.262,0.033
'0:06.188',0.136,-0.280,-0.415,0.071,0.276,-0.347,-0.003,0.230,0.336,0.159,-0.138,-0.036,-0.050,-0.257,0.032
'0:06.189',0.134,-0.276,-0.409,0.071,0.272,-0.342,-0.002,0.228,0.328,0.154,-0.138,-0.034,-0.053,-0.252,0.029
'0:06.190',0.129,-0.283,-0.411,0.077,0.271,-0.347,-0.001,0.222,0.319,0.152,-0.134,-0.035,-0.056,-0.253,0.028
'0:06.191',0.122,-0.276,-0.399,0.076,0.261,-0.338,-0.005,0.211,0.306,0.143,-0.139,-0.040,-0.060,-0.247,0.029
'0:06.192',0.119,-0.268,-0.387,0.074,0.253,-0.327,-0.007,0.204,0.295,0.130,-0.148,-0.043,-0.064,-0.244,0.032
'0:06.193',0.123,-0.257,-0.380,0.066,0.252,-0.318,-0.002,0.200,0.290,0.130,-0.142,-0.038,-0.066,-0.241,0.032
'0:06.194',0.128,-0.244,-0.372,0.059,0.250,-0.308,0.001,0.199,0.285,0.131,-0.138,-0.034,-0.068,-0.236,0.028
'0:06.195',0.121,-0.251,-0.372,0.065,0.247,-0.311,0.000,0.194,0.276,0.124,-0.138,-0.035,-0.073,-0.236,0.028
'0:06.196',0.105,-0.258,-0.362,0.076,0.234,-0.310,-0.002,0.184,0.263,0.116,-0.141,-0.041,-0.077,-0.232,0.029
'0:06.197',0.102,-0.253,-0.354,0.074,0.229,-0.303,-0.004,0.178,0.253,0.108,-0.144,-0.043,-0.080,-0.228,0.030
'0:06.198',0.101,-0.258,-0.358,0.079,0.230,-0.308,-0.002,0.175,0.245,0.102,-0.146,-0.046,-0.085,-0.234,0.034
'0:06.199',0.091,-0.256,-0.347,0.082,0.220,-0.301,-0.004,0.167,0.234,0.092,-0.151,-0.051,-0.089,-0.230,0.035
'0:06.200',0.087,-0.243,-0.331,0.078,0.209,-0.287,-0.009,0.155,0.221,0.083,-0.158,-0.058,-0.093,-0.221,0.036
'0:06.201',0.086,-0.234,-0.320,0.074,0.203,-0.277,-0.007,0.150,0.213,0.077,-0.157,-0.057,-0.097,-0.212,0.035
'0:06.202',0.082,-0.232,-0.312,0.074,0.197,-0.272,-0.006,0.146,0.205,0.073,-0.155,-0.056,-0.101,-0.206,0.034
'0:06.203',0.071,-0.247,-0.318,0.087,0.195,-0.282,-0.005,0.142,0.197,0.067,-0.158,-0.059,-0.105,-0.211,0.036
'0:06.204',0.065,-0.256,-0.320,0.095,0.193,-0.287,-0.002,0.139,0.191,0.061,-0.160,-0.060,-0.111,-0.213,0.037
'0:06.205',0.057,-0.256,-0.311,0.099,0.184,-0.283,-0.003,0.133,0.180,0.053,-0.162,-0.065,-0.116,-0.216,0.038
'0:06.206',0.051,-0.254,-0.303,0.102,0.177,-0.279,-0.004,0.126,0.170,0.048,-0.163,-0.066,-0.118,-0.223,0.040
'0:06.207',0.046,-0.254,-0.298,0.103,0.172,-0.276,-0.006,0.119,0.161,0.043,-0.163,-0.063,-0.121,-0.220,0.038
'0:06.208',0.043,-0.246,-0.289,0.102,0.166,-0.268,-0.006,0.115,0.152,0.037,-0.161,-0.064,-0.124,-0.208,0.035
'0:06.209',0.043,-0.237,-0.280,0.098,0.161,-0.259,-0.007,0.107,0.142,0.031,-0.163,-0.065,-0.127,-0.201,0.034
'0:06.210',0.031,-0.240,-0.271,0.104,0.151,-0.256,-0.007,0.101,0.133,0.025,-0.166,-0.068,-0.131,-0.200,0.035
'0:06.211',0.025,-0.243,-0.267,0.110,0.146,-0.256,-0.008,0.097,0.124,0.018,-0.167,-0.070,-0.135,-0.197,0.036
'0:06.212',0.020,-0.234,-0.254,0.107,0.138,-0.244,-0.012,0.088,0.113,0.008,-0.175,-0.076,-0.139,-0.188,0.038
'0:06.213',0.018,-0.224,-0.240,0.102,0.130,-0.232,-0.013,0.082,0.104,0.002,-0.172,-0.078,-0.141,-0.182,0.036
'0:06.214',0.016,-0.214,-0.230,0.099,0.123,-0.223,-0.018,0.075,0.096,-0.003,-0.172,-0.078,-0.141,-0.175,0.035
'0:06.215',0.011,-0.210,-0.222,0.099,0.117,-0.216,-0.017,0.070,0.089,-0.008,-0.179,-0.083,-0.146,-0.169,0.036
'0:06.216',0.013,-0.211,-0.224,0.099,0.118,-0.217,-0.015,0.067,0.082,-0.015,-0.183,-0.084,-0.150,-0.170,0.037
'0:06.217',0.013,-0.199,-0.212,0.092,0.113,-0.205,-0.019,0.060,0.074,-0.021,-0.186,-0.087,-0.152,-0.160,0.040
'0:06.218',0.009,-0.206,-0.214,0.099,0.112,-0.210,-0.016,0.060,0.070,-0.025,-0.187,-0.090,-0.157,-0.161,0.043
'0:06.219',-0.004,-0.226,-0.222,0.115,0.110,-0.225,-0.017,0.056,0.061,-0.033,-0.192,-0.094,-0.161,-0.168,0.046
'0:06.220',-0.015,-0.234,-0.219,0.124,0.102,-0.227,-0.018,0.049,0.056,-0.039,-0.195,-0.096,-0.163,-0.170,0.048
'0:06.221',-0.018,-0.230,-0.210,0.124,0.096,-0.220,-0.019,0.044,0.049,-0.044,-0.195,-0.098,-0.167,-0.168,0.046
'0:06.222',-0.018,-0.227,-0.208,0.122,0.096,-0.217,-0.021,0.042,0.044,-0.048,-0.197,-0.098,-0.168,-0.169,0.046
'0:06.223',-0.020,-0.237,-0.217,0.129,0.099,-0.228,-0.017,0.043,0.042,-0.048,-0.196,-0.096,-0.170,-0.174,0.049
'0:06.224',-0.019,-0.227,-0.207,0.122,0.094,-0.217,-0.019,0.037,0.035,-0.055,-0.200,-0.102,-0.174,-0.171,0.050
'0:06.225',-0.023,-0.207,-0.184,0.115,0.081,-0.196,-0.025,0.029,0.024,-0.065,-0.207,-0.110,-0.178,-0.164,0.050
'0:06.226',-0.021,-0.209,-0.189,0.115,0.084,-0.199,-0.023,0.026,0.022,-0.065,-0.206,-0.107,-0.179,-0.164,0.051
'0:06.227',-0.015,-0.217,-0.202,0.116,0.093,-0.209,-0.017,0.030,0.025,-0.059,-0.197,-0.100,-0.178,-0.169,0.051
'0:06.228',-0.030,-0.223,-0.192,0.127,0.081,-0.207,-0.018,0.028,0.020,-0.061,-0.196,-0.098,-0.180,-0.166,0.047
'0:06.229',-0.035,-0.222,-0.186,0.129,0.075,-0.204,-0.021,0.022,0.015,-0.067,-0.197,-0.098,-0.181,-0.165,0.045
'0:06.230',-0.037,-0.220,-0.182,0.128,0.073,-0.201,-0.024,0.018,0.007,-0.073,-0.200,-0.101,-0.182,-0.168,0.044
'0:06.231',-0.041,-0.224,-0.182,0.132,0.071,-0.203,-0.025,0.013,0.002,-0.076,-0.201,-0.103,-0.184,-0.170,0.046
'0:06.232',-0.041,-0.222,-0.180,0.131,0.070,-0.201,-0.025,0.011,-0.001,-0.079,-0.203,-0.104,-0.186,-0.168,0.048
'0:06.233',-0.041,-0.211,-0.170,0.126,0.065,-0.191,-0.027,0.009,-0.005,-0.084,-0.204,-0.105,-0.187,-0.155,0.047
'0:06.234',-0.042,-0.208,-0.167,0.124,0.062,-0.188,-0.030,0.003,-0.011,-0.086,-0.204,-0.103,-0.186,-0.149,0.046
'0:06.235',-0.050,-0.214,-0.164,0.132,0.057,-0.189,-0.034,-0.002,-0.016,-0.089,-0.207,-0.105,-0.186,-0.152,0.045
'0:06.236',-0.051,-0.212,-0.160,0.131,0.055,-0.186,-0.034,-0.004,-0.018,-0.092,-0.206,-0.107,-0.188,-0.150,0.047
'0:06.237',-0.042,-0.198,-0.155,0.119,0.057,-0.176,-0.032,-0.004,-0.021,-0.094,-0.207,-0.107,-0.189,-0.145,0.049
'0:06.238',-0.035,-0.195,-0.160,0.115,0.063,-0.177,-0.031,-0.004,-0.021,-0.095,-0.207,-0.106,-0.190,-0.144,0.051
'0:06.239',-0.041,-0.205,-0.164,0.122,0.062,-0.184,-0.032,-0.006,-0.025,-0.099,-0.209,-0.110,-0.191,-0.147,0.053
'0:06.240',-0.048,-0.209,-0.162,0.128,0.058,-0.185,-0.031,-0.006,-0.029,-0.102,-0.210,-0.111,-0.191,-0.148,0.054
'0:06.241',-0.051,-0.212,-0.161,0.131,0.055,-0.186,-0.032,-0.010,-0.029,-0.102,-0.209,-0.108,-0.191,-0.148,0.054
'0:06.242',-0.051,-0.212,-0.160,0.132,0.054,-0.186,-0.033,-0.012,-0.030,-0.102,-0.209,-0.110,-0.193,-0.148,0.053
'0:06.243',-0.051,-0.211,-0.159,0.132,0.054,-0.185,-0.034,-0.012,-0.034,-0.104,-0.210,-0.112,-0.195,-0.151,0.055
'0:06.244',-0.050,-0.211,-0.162,0.130,0.057,-0.186,-0.032,-0.011,-0.033,-0.106,-0.210,-0.113,-0.196,-0.160,0.058
'0:06.245',-0.043,-0.207,-0.164,0.124,0.061,-0.185,-0.026,-0.005,-0.026,-0.100,-0.203,-0.106,-0.195,-0.162,0.058
'0:06.246',-0.049,-0.208,-0.159,0.128,0.056,-0.183,-0.031,-0.009,-0.033,-0.103,-0.206,-0.108,-0.195,-0.155,0.058
'0:06.247',-0.052,-0.208,-0.156,0.130,0.052,-0.182,-0.033,-0.017,-0.040,-0.108,-0.209,-0.110,-0.196,-0.155,0.058
'0:06.248',-0.051,-0.203,-0.151,0.127,0.050,-0.177,-0.033,-0.019,-0.040,-0.107,-0.205,-0.108,-0.195,-0.150,0.055
'0:06.249',-0.052,-0.201,-0.148,0.126,0.048,-0.174,-0.036,-0.020,-0.043,-0.108,-0.205,-0.108,-0.196,-0.145,0.053
'0:06.250',-0.056,-0.198,-0.141,0.127,0.043,-0.170,-0.035,-0.021,-0.044,-0.108,-0.205,-0.107,-0.196,-0.140,0.051
'0:06.251',-0.061,-0.200,-0.138,0.131,0.038,-0.169,-0.037,-0.024,-0.045,-0.112,-0.208,-0.110,-0.196,-0.139,0.053
'0:06.252',-0.054,-0.195,-0.140,0.124,0.043,-0.168,-0.037,-0.024,-0.047,-0.113,-0.208,-0.111,-0.197,-0.142,0.056
'0:06.253',-0.049,-0.187,-0.138,0.117,0.045,-0.162,-0.035,-0.022,-0.046,-0.111,-0.205,-0.107,-0.197,-0.137,0.054
'0:06.254',-0.052,-0.189,-0.136,0.120,0.042,-0.162,-0.037,-0.024,-0.049,-0.112,-0.206,-0.106,-0.196,-0.135,0.051
'0:06.255',-0.061,-0.192,-0.131,0.126,0.035,-0.161,-0.042,-0.033,-0.054,-0.115,-0.207,-0.110,-0.196,-0.135,0.051
'0:06.256',-0.060,-0.194,-0.133,0.127,0.037,-0.164,-0.041,-0.030,-0.053,-0.114,-0.207,-0.107,-0.196,-0.137,0.051
'0:06.257',-0.053,-0.186,-0.133,0.120,0.040,-0.160,-0.040,-0.028,-0.054,-0.116,-0.209,-0.112,-0.197,-0.134,0.053
'0:06.258',-0.054,-0.190,-0.135,0.121,0.041,-0.162,-0.042,-0.031,-0.057,-0.118,-0.212,-0.115,-0.198,-0.133,0.057
'0:06.259',-0.059,-0.196,-0.136,0.127,0.038,-0.166,-0.040,-0.032,-0.057,-0.119,-0.213,-0.116,-0.200,-0.137,0.058
'0:06.260',-0.062,-0.195,-0.132,0.129,0.035,-0.163,-0.042,-0.034,-0.061,-0.121,-0.215,-0.120,-0.200,-0.135,0.059
'0:06.261',-0.061,-0.194,-0.132,0.127,0.035,-0.163,-0.042,-0.033,-0.058,-0.118,-0.212,-0.116,-0.198,-0.133,0.058
'0:06.262',-0.057,-0.186,-0.128,0.121,0.035,-0.157,-0.042,-0.034,-0.058,-0.119,-0.210,-0.115,-0.199,-0.129,0.056
'0:06.263',-0.056,-0.197,-0.141,0.126,0.043,-0.169,-0.040,-0.030,-0.058,-0.117,-0.209,-0.113,-0.200,-0.136,0.058
'0:06.264',-0.059,-0.217,-0.158,0.138,0.049,-0.188,-0.036,-0.026,-0.053,-0.115,-0.207,-0.111,-0.199,-0.152,0.059
'0:06.265',-0.062,-0.221,-0.158,0.141,0.048,-0.190,-0.036,-0.027,-0.055,-0.115,-0.207,-0.113,-0.199,-0.155,0.060
'0:06.266',-0.062,-0.215,-0.152,0.139,0.045,-0.183,-0.036,-0.028,-0.056,-0.114,-0.206,-0.112,-0.200,-0.156,0.059
'0:06.267',-0.058,-0.205,-0.147,0.132,0.045,-0.176,-0.035,-0.028,-0.054,-0.114,-0.204,-0.109,-0.200,-0.152,0.056
'0:06.268',-0.054,-0.191,-0.136,0.122,0.041,-0.164,-0.035,-0.029,-0.055,-0.114,-0.202,-0.107,-0.200,-0.142,0.054
'0:06.269',-0.056,-0.182,-0.126,0.119,0.035,-0.154,-0.041,-0.033,-0.061,-0.117,-0.203,-0.109,-0.199,-0.138,0.052
'0:06.270',-0.060,-0.189,-0.128,0.124,0.034,-0.158,-0.044,-0.035,-0.064,-0.117,-0.203,-0.110,-0.198,-0.140,0.051
'0:06.271',-0.063,-0.195,-0.131,0.129,0.034,-0.163,-0.041,-0.034,-0.061,-0.117,-0.202,-0.108,-0.199,-0.143,0.052
'0:06.272',-0.065,-0.195,-0.130,0.130,0.033,-0.162,-0.041,-0.031,-0.059,-0.116,-0.203,-0.107,-0.198,-0.144,0.052
'0:06.273',-0.066,-0.189,-0.123,0.127,0.029,-0.156,-0.043,-0.035,-0.065,-0.116,-0.203,-0.109,-0.199,-0.139,0.051
'0:06.274',-0.066,-0.184,-0.118,0.125,0.026,-0.151,-0.044,-0.040,-0.070,-0.120,-0.208,-0.112,-0.199,-0.133,0.049
'0:06.275',-0.060,-0.175,-0.115,0.117,0.028,-0.145,-0.042,-0.037,-0.065,-0.119,-0.203,-0.107,-0.198,-0.128,0.049
'0:06.276',-0.049,-0.166,-0.117,0.107,0.035,-0.141,-0.039,-0.034,-0.063,-0.116,-0.197,-0.103,-0.198,-0.127,0.050
'0:06.277',-0.053,-0.174,-0.120,0.114,0.034,-0.147,-0.042,-0.035,-0.066,-0.118,-0.203,-0.111,-0.201,-0.126,0.051
'0:06.278',-0.057,-0.181,-0.123,0.119,0.034,-0.152,-0.040,-0.036,-0.067,-0.122,-0.205,-0.114,-0.201,-0.124,0.052
'0:06.279',-0.055,-0.180,-0.125,0.117,0.035,-0.153,-0.041,-0.036,-0.068,-0.123,-0.207,-0.113,-0.201,-0.127,0.054
'0:06.280',-0.060,-0.186,-0.126,0.123,0.033,-0.156,-0.040,-0.036,-0.066,-0.121,-0.208,-0.114,-0.201,-0.129,0.057
'0:06.281',-0.060,-0.192,-0.131,0.126,0.035,-0.161,-0.037,-0.034,-0.062,-0.119,-0.205,-0.110,-0.200,-0.131,0.057
'0:06.282',-0.058,-0.189,-0.131,0.122,0.036,-0.160,-0.038,-0.034,-0.067,-0.120,-0.206,-0.110,-0.201,-0.130,0.055
'0:06.283',-0.058,-0.186,-0.128,0.122,0.035,-0.157,-0.039,-0.036,-0.068,-0.122,-0.207,-0.113,-0.201,-0.130,0.055
'0:06.284',-0.059,-0.198,-0.138,0.129,0.040,-0.168,-0.036,-0.033,-0.064,-0.118,-0.204,-0.111,-0.201,-0.137,0.057
'0:06.285',-0.057,-0.202,-0.144,0.129,0.044,-0.173,-0.033,-0.028,-0.061,-0.116,-0.202,-0.107,-0.202,-0.139,0.057
'0:06.286',-0.053,-0.191,-0.138,0.122,0.043,-0.165,-0.035,-0.029,-0.062,-0.117,-0.202,-0.107,-0.200,-0.143,0.057
'0:06.287',-0.051,-0.191,-0.140,0.120,0.045,-0.166,-0.032,-0.028,-0.059,-0.114,-0.197,-0.102,-0.199,-0.150,0.056
'0:06.288',-0.057,-0.193,-0.135,0.124,0.040,-0.164,-0.031,-0.026,-0.058,-0.112,-0.194,-0.098,-0.197,-0.146,0.051
'0:06.289',-0.062,-0.196,-0.133,0.129,0.035,-0.164,-0.035,-0.029,-0.061,-0.114,-0.196,-0.101,-0.199,-0.142,0.050
'0:06.290',-0.063,-0.190,-0.126,0.126,0.032,-0.158,-0.037,-0.033,-0.066,-0.116,-0.199,-0.105,-0.200,-0.136,0.049
'0:06.291',-0.065,-0.179,-0.114,0.122,0.025,-0.146,-0.040,-0.037,-0.069,-0.119,-0.203,-0.109,-0.200,-0.127,0.048
'0:06.292',-0.062,-0.177,-0.115,0.120,0.026,-0.146,-0.037,-0.036,-0.070,-0.121,-0.205,-0.111,-0.202,-0.126,0.050
'0:06.293',-0.056,-0.170,-0.113,0.113,0.029,-0.141,-0.040,-0.036,-0.069,-0.117,-0.199,-0.105,-0.198,-0.127,0.048
'0:06.294',-0.045,-0.157,-0.112,0.101,0.034,-0.134,-0.038,-0.034,-0.066,-0.113,-0.193,-0.102,-0.197,-0.124,0.045
'0:06.295',-0.038,-0.152,-0.113,0.095,0.037,-0.133,-0.035,-0.032,-0.064,-0.114,-0.197,-0.100,-0.198,-0.126,0.047
'0:06.296',-0.050,-0.162,-0.111,0.105,0.031,-0.136,-0.037,-0.034,-0.065,-0.116,-0.198,-0.101,-0.197,-0.126,0.047
'0:06.297',-0.057,-0.170,-0.113,0.114,0.028,-0.141,-0.039,-0.035,-0.067,-0.118,-0.202,-0.106,-0.198,-0.126,0.049
